seed,d,op_set,n_ops,eff_ops,noise,truth,selection,mse_test,nmse_test,recovered,model,complexity,cv_score,time_s
20290789,1,full,6,10,0.0,sqrt((exp((-2.25 + x0)) / cos((x0 * x0)))),train-MSE,513.108466250364,1.0195024829141917,False,0.0022*((-4.85 - exp(x0)) / (0.523 - cos(sin((x0)^2)))) + 0.339 + 0.282*x0 + 0.0478*x0^2,9,,200.53597211837769
20290790,1,full,6,6,0.0,(x0 / (x0 * ((-2.11 / x0) - exp((x0 * x0))))),extrap-CV,0.001649002225009104,1649002225.009104,False,-0.00037*x0 + -0.0319 + -0.00037*x0 + 0.0016*x0^2,2,-6.768986335708124,124.42208695411682
20290790,1,full,6,6,0.0,(x0 / (x0 * ((-2.11 / x0) - exp((x0 * x0))))),interior-CV,0.010566661252154757,10566661252.154757,False,-0.576*(((-0.172 - x0) / ((sin((0.905 / x0)) / x0) + x0)) * x0) + 0.0107 + -0.576*x0 + -0.00443*x0^2,9,-7.855095466612309,124.42208695411682
20290790,1,full,6,6,0.0,(x0 / (x0 * ((-2.11 / x0) - exp((x0 * x0))))),train-MSE,0.010566661252154757,10566661252.154757,False,-0.576*(((-0.172 - x0) / ((sin((0.905 / x0)) / x0) + x0)) * x0) + 0.0107 + -0.576*x0 + -0.00443*x0^2,9,,124.42208695411682
20290791,1,full,6,3,0.0,sin(((x0 / x0) + ((x0)^2 + (x0 - x0)))),extrap-CV,1.7123837337577462e-30,3.4470244641700826e-30,True,-1*((sqrt(x0) * -1.87e-16) - cos(((x0)^2 + -0.571))),6,-27.631021115928547,23.53731107711792
20290791,1,full,6,3,0.0,sin(((x0 / x0) + ((x0)^2 + (x0 - x0)))),interior-CV,1.7123837337577462e-30,3.4470244641700826e-30,True,-1*((sqrt(x0) * -1.87e-16) - cos(((x0)^2 + -0.571))),6,-27.631021115928547,23.53731107711792
20290791,1,full,6,3,0.0,sin(((x0 / x0) + ((x0)^2 + (x0 - x0)))),train-MSE,1.7123837337577462e-30,3.4470244641700826e-30,True,-1*((sqrt(x0) * -1.87e-16) - cos(((x0)^2 + -0.571))),6,,23.53731107711792
20290792,1,full,6,5,0.0,((((0.66 / 2.41) * 0.3) / sqrt((-0.25 * x0))) + x0),extrap-CV,5.081373565271283e-30,1.1464245839783632e-31,True,0.164*sqrt((x0 / (x0)^2)) + 1*x0,4,-27.631021115928547,0.12796688079833984
20290792,1,full,6,5,0.0,((((0.66 / 2.41) * 0.3) / sqrt((-0.25 * x0))) + x0),interior-CV,5.081373565271283e-30,1.1464245839783632e-31,True,0.164*sqrt((x0 / (x0)^2)) + 1*x0,4,-27.631021115928547,0.12796688079833984
20290792,1,full,6,5,0.0,((((0.66 / 2.41) * 0.3) / sqrt((-0.25 * x0))) + x0),train-MSE,5.081373565271283e-30,1.1464245839783632e-31,True,0.164*sqrt((x0 / (x0)^2)) + 1*x0,4,,0.12796688079833984
20290793,1,full,6,6,0.0,sin((((sin(x0))^2 * (0.91 * -1.15)) * x0)),extrap-CV,2.165579527683921e-25,4.753077537009054e-25,True,-1*sin((((sin(x0))^2 * x0) * 1.05)),5,-27.631021115928455,4.929835081100464
20290793,1,full,6,6,0.0,sin((((sin(x0))^2 * (0.91 * -1.15)) * x0)),interior-CV,2.165579527683921e-25,4.753077537009054e-25,True,-1*sin((((sin(x0))^2 * x0) * 1.05)),5,-27.63102111592852,4.929835081100464
20290793,1,full,6,6,0.0,sin((((sin(x0))^2 * (0.91 * -1.15)) * x0)),train-MSE,2.165579527683921e-25,4.753077537009054e-25,True,-1*sin((((sin(x0))^2 * x0) * 1.05)),5,,4.929835081100464
20290794,1,full,6,4,0.0,log(sqrt(((x0 - (x0 - x0)) - (-1.41 * 1.08)))),extrap-CV,5.103714352626175e-33,2.5832044611425386e-31,True,0.5*log((exp(cos((1.14 - (cos(x0) * 1e-16)))) + x0)),7,-27.631021115928547,44.911927223205566
20290794,1,full,6,4,0.0,log(sqrt(((x0 - (x0 - x0)) - (-1.41 * 1.08)))),interior-CV,5.103714352626175e-33,2.5832044611425386e-31,True,0.5*log((exp(cos((1.14 - (cos(x0) * 1e-16)))) + x0)),7,-27.631021115928547,44.911927223205566
20290794,1,full,6,4,0.0,log(sqrt(((x0 - (x0 - x0)) - (-1.41 * 1.08)))),train-MSE,5.103714352626175e-33,2.5832044611425386e-31,True,0.5*log((exp(cos((1.14 - (cos(x0) * 1e-16)))) + x0)),7,,44.911927223205566
20290795,1,full,6,8,0.0,((log(log((x0 - 1.46))) / 0.83) + (x0 + 1.12)),extrap-CV,2.803335626927713,0.06813253554356091,False,0.42*x0 + 0.297 + 0.42*x0 + 0.0646*x0^2,2,0.6817026916043194,44.054725885391235
20290795,1,full,6,8,0.0,((log(log((x0 - 1.46))) / 0.83) + (x0 + 1.12)),interior-CV,0.20521381716836234,0.004987536118740231,False,1.63*sin((x0 / (x0 - cos(x0)))) + -0.403 + 0.898*x0 + 0.0185*x0^2,6,-1.151687109589765,44.054725885391235
20290795,1,full,6,8,0.0,((log(log((x0 - 1.46))) / 0.83) + (x0 + 1.12)),train-MSE,2.9224151072465965,0.07102665455214593,False,-0.752*exp(((sin(x0) + 1.08) * sin((exp(x0) + 0.326)))) + 1.65 + 0.816*x0 + 0.0455*x0^2,9,,44.054725885391235
20290796,1,full,6,10,0.0,(sqrt((x0 * (x0 + x0))) * exp(cos(x0))),extrap-CV,2.9348090864550455e-29,1.2352036158328933e-30,True,1.41*exp((cos(x0) + log(x0))),4,-27.631021115928547,1.7489969730377197
20290796,1,full,6,10,0.0,(sqrt((x0 * (x0 + x0))) * exp(cos(x0))),interior-CV,2.9348090864550455e-29,1.2352036158328933e-30,True,1.41*exp((cos(x0) + log(x0))),4,-27.631021115928547,1.7489969730377197
20290796,1,full,6,10,0.0,(sqrt((x0 * (x0 + x0))) * exp(cos(x0))),train-MSE,2.9348090864550455e-29,1.2352036158328933e-30,True,1.41*exp((cos(x0) + log(x0))),4,,1.7489969730377197
20290797,1,full,6,6,0.0,((x0 * (1.42 * 0.42)) * log((x0 / (1.29 / x0)))),extrap-CV,4.5470435615004884e-29,2.3353815099659196e-31,True,1.19*(log(x0) * x0) + -0.152*x0,3,-27.631021115928547,0.014728307723999023
20290797,1,full,6,6,0.0,((x0 * (1.42 * 0.42)) * log((x0 / (1.29 / x0)))),interior-CV,4.5470435615004884e-29,2.3353815099659196e-31,True,1.19*(log(x0) * x0) + -0.152*x0,3,-27.631021115928547,0.014728307723999023
20290797,1,full,6,6,0.0,((x0 * (1.42 * 0.42)) * log((x0 / (1.29 / x0)))),train-MSE,4.5470435615004884e-29,2.3353815099659196e-31,True,1.19*(log(x0) * x0) + -0.152*x0,3,,0.014728307723999023
20290798,1,full,6,2,0.0,cos(((x0 + x0) / (-2.82 - (x0 * (-2.35 / x0))))),extrap-CV,5.767514287497561e-30,1.2358573433376008e-29,True,-8*((cos((x0 * 1.06)) * sin((x0 * 1.06))))^2 + 1,6,-27.631021115928547,15.299565076828003
20290798,1,full,6,2,0.0,cos(((x0 + x0) / (-2.82 - (x0 * (-2.35 / x0))))),interior-CV,5.767514287497561e-30,1.2358573433376008e-29,True,-8*((cos((x0 * 1.06)) * sin((x0 * 1.06))))^2 + 1,6,-27.631021115928547,15.299565076828003
20290798,1,full,6,2,0.0,cos(((x0 + x0) / (-2.82 - (x0 * (-2.35 / x0))))),train-MSE,5.767514287497561e-30,1.2358573433376008e-29,True,-8*((cos((x0 * 1.06)) * sin((x0 * 1.06))))^2 + 1,6,,15.299565076828003
20290799,1,full,6,5,0.0,sin(exp((0.37 + ((-2.63 + -2.35) * (x0)^2)))),extrap-CV,0.23664986359028473,236649863590.28473,False,1.45*exp((-1.49 / exp(exp(((0.901 - cos(x0)) * -10.4))))) + -0.327 + 1.52e-05*x0 + 1.32e-05*x0^2,9,-14.375476764622038,52.09198594093323
20290799,1,full,6,5,0.0,sin(exp((0.37 + ((-2.63 + -2.35) * (x0)^2)))),interior-CV,0.23664986359028473,236649863590.28473,False,1.45*exp((-1.49 / exp(exp(((0.901 - cos(x0)) * -10.4))))) + -0.327 + 1.52e-05*x0 + 1.32e-05*x0^2,9,-12.469503241122888,52.09198594093323
20290799,1,full,6,5,0.0,sin(exp((0.37 + ((-2.63 + -2.35) * (x0)^2)))),train-MSE,0.23664986359028473,236649863590.28473,False,1.45*exp((-1.49 / exp(exp(((0.901 - cos(x0)) * -10.4))))) + -0.327 + 1.52e-05*x0 + 1.32e-05*x0^2,9,,52.09198594093323
20290800,1,full,6,4,0.0,(cos(cos(x0)) / ((x0 / sin(2.5)) - x0)),extrap-CV,8.335665540551005e-34,2.7592343590317457e-32,True,1.49*(cos(cos(x0)) / x0),3,-27.631021115928547,0.12195396423339844
20290800,1,full,6,4,0.0,(cos(cos(x0)) / ((x0 / sin(2.5)) - x0)),interior-CV,8.335665540551005e-34,2.7592343590317457e-32,True,1.49*(cos(cos(x0)) / x0),3,-27.631021115928547,0.12195396423339844
20290800,1,full,6,4,0.0,(cos(cos(x0)) / ((x0 / sin(2.5)) - x0)),train-MSE,8.335665540551005e-34,2.7592343590317457e-32,True,1.49*(cos(cos(x0)) / x0),3,,0.12195396423339844
20290801,1,full,6,9,0.0,(sin((sqrt(x0) * -2.38)) + sqrt(sqrt(x0))),extrap-CV,0.011967481887357514,0.12636216950354434,False,-1.48*exp((sin(x0) / x0)) + 3.77 + 0.000286*x0 + -0.00895*x0^2,5,-4.967507777004397,53.1972439289093
20290801,1,full,6,9,0.0,(sin((sqrt(x0) * -2.38)) + sqrt(sqrt(x0))),interior-CV,1.2519455937429458,13.219034949439365,False,13.4*cos(((-0.449 - sin((-2.09 - (0.7 / sqrt(x0))))) * x0)) + -13.4 + -0.000101*x0 + 0.387*x0^2,9,-10.119312584119667,53.1972439289093
20290801,1,full,6,9,0.0,(sin((sqrt(x0) * -2.38)) + sqrt(sqrt(x0))),train-MSE,1.2519455937429458,13.219034949439365,False,13.4*cos(((-0.449 - sin((-2.09 - (0.7 / sqrt(x0))))) * x0)) + -13.4 + -0.000101*x0 + 0.387*x0^2,9,,53.1972439289093
20290802,1,full,6,5,0.0,((x0 * (-1.67 * 1.98)) * (exp(-0.58) / log(x0))),extrap-CV,1.8852543039617774e-29,4.555430264708534e-31,True,-1.85*(x0 / log(x0)),2,-27.631021115928547,0.008903026580810547
20290802,1,full,6,5,0.0,((x0 * (-1.67 * 1.98)) * (exp(-0.58) / log(x0))),interior-CV,1.8852543039617774e-29,4.555430264708534e-31,True,-1.85*(x0 / log(x0)),2,-27.631021115928547,0.008903026580810547
20290802,1,full,6,5,0.0,((x0 * (-1.67 * 1.98)) * (exp(-0.58) / log(x0))),train-MSE,1.8852543039617774e-29,4.555430264708534e-31,True,-1.85*(x0 / log(x0)),2,,0.008903026580810547
20290803,1,full,6,4,0.0,(cos((x0 + (((x0)^2 + -0.88) - x0))))^2,extrap-CV,6.788209268341981e-13,5.490577922539109e-12,False,-1.33e+04*exp(sqrt(cos((sin(((x0)^2 + 0.691)) * 0.0105)))) + 3.61e+04,7,-26.87260047065095,43.918293952941895
20290803,1,full,6,4,0.0,(cos((x0 + (((x0)^2 + -0.88) - x0))))^2,interior-CV,6.788209268341981e-13,5.490577922539109e-12,False,-1.33e+04*exp(sqrt(cos((sin(((x0)^2 + 0.691)) * 0.0105)))) + 3.61e+04,7,-27.08050396456426,43.918293952941895
20290803,1,full,6,4,0.0,(cos((x0 + (((x0)^2 + -0.88) - x0))))^2,train-MSE,6.788209268341981e-13,5.490577922539109e-12,False,-1.33e+04*exp(sqrt(cos((sin(((x0)^2 + 0.691)) * 0.0105)))) + 3.61e+04,7,,43.918293952941895
20290804,1,full,6,7,0.0,sin((cos(2.68) - ((x0 / exp(x0)))^2)),extrap-CV,1.6530117022055498e-17,3.820579943381184e-17,True,1*cos((((x0 / exp(x0)))^2 + 2.47)),5,-27.6310211159277,5.124825954437256
20290804,1,full,6,7,0.0,sin((cos(2.68) - ((x0 / exp(x0)))^2)),interior-CV,1.6530117022055498e-17,3.820579943381184e-17,True,1*cos((((x0 / exp(x0)))^2 + 2.47)),5,-27.631021115928306,5.124825954437256
20290804,1,full,6,7,0.0,sin((cos(2.68) - ((x0 / exp(x0)))^2)),train-MSE,1.6530117022055498e-17,3.820579943381184e-17,True,1*cos((((x0 / exp(x0)))^2 + 2.47)),5,,5.124825954437256
20290805,1,full,6,6,0.0,(((((x0 / 0.74) / 1.7) * 1.51) + 0.88) * sqrt(x0)),extrap-CV,1.354887093644554e-26,3.3076429877073564e-29,True,-1.2*(((-1.73 - x0) * sqrt(x0)) + sqrt(x0)),5,-27.63102111592854,4.945635080337524
20290805,1,full,6,6,0.0,(((((x0 / 0.74) / 1.7) * 1.51) + 0.88) * sqrt(x0)),interior-CV,1.354887093644554e-26,3.3076429877073564e-29,True,-1.2*(((-1.73 - x0) * sqrt(x0)) + sqrt(x0)),5,-27.631021115928547,4.945635080337524
20290805,1,full,6,6,0.0,(((((x0 / 0.74) / 1.7) * 1.51) + 0.88) * sqrt(x0)),train-MSE,1.354887093644554e-26,3.3076429877073564e-29,True,-1.2*(((-1.73 - x0) * sqrt(x0)) + sqrt(x0)),5,,4.945635080337524
20290806,1,full,6,3,0.0,(sqrt(0.37) - (x0 * ((x0 + cos(x0)) / x0))),extrap-CV,9.121204216617949e-31,2.1499929571644947e-32,True,-1*cos(x0) + 0.608 + -1*x0,2,-27.631021115928547,0.00786900520324707
20290806,1,full,6,3,0.0,(sqrt(0.37) - (x0 * ((x0 + cos(x0)) / x0))),interior-CV,9.121204216617949e-31,2.1499929571644947e-32,True,-1*cos(x0) + 0.608 + -1*x0,2,-27.631021115928547,0.00786900520324707
20290806,1,full,6,3,0.0,(sqrt(0.37) - (x0 * ((x0 + cos(x0)) / x0))),train-MSE,9.121204216617949e-31,2.1499929571644947e-32,True,-1*cos(x0) + 0.608 + -1*x0,2,,0.00786900520324707
20290807,1,full,6,9,0.0,cos((x0 * sqrt((-1.68 + (-2.97 / log(x0)))))),extrap-CV,4.3641026344285905,9.896127442115297,False,-1.55*log(sin(exp(cos(x0)))) + -0.31 + -0.000567*x0 + -0.0387*x0^2,6,-3.276826262767783,50.7706561088562
20290807,1,full,6,9,0.0,cos((x0 * sqrt((-1.68 + (-2.97 / log(x0)))))),interior-CV,4.3641026344285905,9.896127442115297,False,-1.55*log(sin(exp(cos(x0)))) + -0.31 + -0.000567*x0 + -0.0387*x0^2,6,-2.7435628481958303,50.7706561088562
20290807,1,full,6,9,0.0,cos((x0 * sqrt((-1.68 + (-2.97 / log(x0)))))),train-MSE,5.425641070584734,12.303293480335764,False,-1.65*(cos(x0) * sin((1.01 / log(x0)))) + -0.199 + -0.000555*x0 + -0.0279*x0^2,7,,50.7706561088562
20290808,1,full,6,9,0.0,((x0 * (-0.55 * x0)) * ((sqrt(x0) - 1.17) + x0)),extrap-CV,2.0394026552226208e-27,6.598458172429952e-32,True,-0.55*((sqrt(x0) + x0) * (x0)^2) + 0.644*x0^2,5,-27.631021115928547,1.7000617980957031
20290808,1,full,6,9,0.0,((x0 * (-0.55 * x0)) * ((sqrt(x0) - 1.17) + x0)),interior-CV,2.0394026552226208e-27,6.598458172429952e-32,True,-0.55*((sqrt(x0) + x0) * (x0)^2) + 0.644*x0^2,5,-27.631021115928547,1.7000617980957031
20290808,1,full,6,9,0.0,((x0 * (-0.55 * x0)) * ((sqrt(x0) - 1.17) + x0)),train-MSE,2.0394026552226208e-27,6.598458172429952e-32,True,-0.55*((sqrt(x0) + x0) * (x0)^2) + 0.644*x0^2,5,,1.7000617980957031
20290809,1,full,6,4,0.0,((x0 + (-0.46 - cos(-1.21))) - cos((x0 + 0.68))),extrap-CV,2.5128763542386899e-29,5.466824362916164e-31,True,-1*sin((((x0 - (x0)^2) / x0) + -0.109)) + -0.813 + 1*x0,6,-27.631021115928547,5.129306793212891
20290809,1,full,6,4,0.0,((x0 + (-0.46 - cos(-1.21))) - cos((x0 + 0.68))),interior-CV,2.5128763542386899e-29,5.466824362916164e-31,True,-1*sin((((x0 - (x0)^2) / x0) + -0.109)) + -0.813 + 1*x0,6,-27.631021115928547,5.129306793212891
20290809,1,full,6,4,0.0,((x0 + (-0.46 - cos(-1.21))) - cos((x0 + 0.68))),train-MSE,2.5128763542386899e-29,5.466824362916164e-31,True,-1*sin((((x0 - (x0)^2) / x0) + -0.109)) + -0.813 + 1*x0,6,,5.129306793212891
20290810,1,full,6,4,0.0,sin((cos((-2.62 / (-1.62 + x0))) / (x0 / x0))),extrap-CV,0.8056729351350502,473.80308800141427,False,-0.273*sin(x0) + 0.074 + -0.0955*x0 + 0.0302*x0^2,3,-1.0114693277555524,49.6163489818573
20290810,1,full,6,4,0.0,sin((cos((-2.62 / (-1.62 + x0))) / (x0 / x0))),interior-CV,0.4420157920819975,259.942264535343,False,0.527*cos(exp((sin(x0) + x0))) + -0.0984 + 0.0136*x0 + 0.0277*x0^2,6,-2.5084502966678914,49.6163489818573
20290810,1,full,6,4,0.0,sin((cos((-2.62 / (-1.62 + x0))) / (x0 / x0))),train-MSE,0.15290100975600537,89.91858534851514,False,0.48*((cos(exp((sin((3.39 - x0)) + x0))) + -0.709) / x0) + 0.497 + -0.0614*x0 + 0.00729*x0^2,9,,49.6163489818573
20290811,1,full,6,5,0.0,sin((sin((2.66 - (1.33 * (0.39 - x0)))) * x0)),extrap-CV,1.340302034346627,3.005411743040937,False,0.912*(cos(x0) * sin(x0)) + -0.204 + -0.146*x0 + 0.00738*x0^2,5,-0.49927389486651436,66.75499391555786
20290811,1,full,6,5,0.0,sin((sin((2.66 - (1.33 * (0.39 - x0)))) * x0)),interior-CV,2.0366315800767216,4.566818754396977,False,1.06*cos((((x0 + -0.889) * cos((0.243 - x0))) + x0)) + -0.774 + -0.0607*x0 + 0.0342*x0^2,8,-2.7834348102693043,66.75499391555786
20290811,1,full,6,5,0.0,sin((sin((2.66 - (1.33 * (0.39 - x0)))) * x0)),train-MSE,1.7255118543138024,3.869182808663768,False,1.08*cos((((x0 + -0.854) * cos(((0.272 - x0) * 0.972))) + x0)) + -0.723 + -0.0596*x0 + 0.0212*x0^2,9,,66.75499391555786
20290812,1,full,6,8,0.0,((exp(x0) - (x0 - -0.94)) - sqrt((x0 / 1.33))),extrap-CV,1.4639134112582673e-09,2.7063228560275655e-15,True,-354*((exp(x0) * -0.00283) - sin(((sqrt(x0) * 0.00245) + 3.14))) + -1.46 + -1*x0,8,-24.00221035655177,71.76573514938354
20290812,1,full,6,8,0.0,((exp(x0) - (x0 - -0.94)) - sqrt((x0 / 1.33))),interior-CV,1.4639134112582673e-09,2.7063228560275655e-15,True,-354*((exp(x0) * -0.00283) - sin(((sqrt(x0) * 0.00245) + 3.14))) + -1.46 + -1*x0,8,-27.256274756452783,71.76573514938354
20290812,1,full,6,8,0.0,((exp(x0) - (x0 - -0.94)) - sqrt((x0 / 1.33))),train-MSE,1.4639134112582673e-09,2.7063228560275655e-15,True,-354*((exp(x0) * -0.00283) - sin(((sqrt(x0) * 0.00245) + 3.14))) + -1.46 + -1*x0,8,,71.76573514938354
20290813,1,full,6,5,0.0,sqrt(sin((x0 * (sqrt((2.74 / 2.9)) * 0.42)))),extrap-CV,0.007080150618715734,0.11034198507172786,False,5.66*(cos((x0 * 0.178)) / (-1.2 - exp((sqrt(x0) * 0.539)))) + 2.58 + -0.0339*x0^2,8,-12.445501997126165,64.22253799438477
20290813,1,full,6,5,0.0,sqrt(sin((x0 * (sqrt((2.74 / 2.9)) * 0.42)))),interior-CV,0.007080150618715734,0.11034198507172786,False,5.66*(cos((x0 * 0.178)) / (-1.2 - exp((sqrt(x0) * 0.539)))) + 2.58 + -0.0339*x0^2,8,-19.881241397965955,64.22253799438477
20290813,1,full,6,5,0.0,sqrt(sin((x0 * (sqrt((2.74 / 2.9)) * 0.42)))),train-MSE,0.007080150618715734,0.11034198507172786,False,5.66*(cos((x0 * 0.178)) / (-1.2 - exp((sqrt(x0) * 0.539)))) + 2.58 + -0.0339*x0^2,8,,64.22253799438477
20290814,1,full,6,4,0.0,(sqrt(log(0.26)) - sin(((1.33 / x0))^2)),extrap-CV,0.225222312637678,1600.2848835065952,False,-0.000534*x0 + 0.703 + -0.000534*x0 + 0.0194*x0^2,2,-3.6790539156667768,74.26316618919373
20290814,1,full,6,4,0.0,(sqrt(log(0.26)) - sin(((1.33 / x0))^2)),interior-CV,0.03373179476356824,239.6764362353619,False,1.04*sqrt(log(x0)) + -0.0101 + -5.15e-05*x0 + -0.0106*x0^2,4,-3.0275973637623537,74.26316618919373
20290814,1,full,6,4,0.0,(sqrt(log(0.26)) - sin(((1.33 / x0))^2)),train-MSE,0.2756278373160003,1958.4341194470996,False,-1.03*sin((((log(x0) / x0) + 1.23))^2) + 1.32 + -0.0119*x0 + 0.0242*x0^2,7,,74.26316618919373
20290815,1,full,6,7,0.0,(x0 * exp(sqrt(sqrt((-0.35 / (-0.56 + x0)))))),extrap-CV,0.10313425962000526,0.0009171990610194969,False,1.14*(x0 / sqrt(x0)) + 0.278 + 1.15*x0 + -0.00991*x0^2,4,-2.7470738980518434,55.539715051651
20290815,1,full,6,7,0.0,(x0 * exp(sqrt(sqrt((-0.35 / (-0.56 + x0)))))),interior-CV,0.18568616064910404,0.0016513540003019317,False,0.234*(((x0 / sqrt(((x0 * 1.05) + log(x0)))) + 2.21))^2 + -1.07 + 1.28*x0 + -0.0354*x0^2,9,-6.354437777246676,55.539715051651
20290815,1,full,6,7,0.0,(x0 * exp(sqrt(sqrt((-0.35 / (-0.56 + x0)))))),train-MSE,0.18568616064910404,0.0016513540003019317,False,0.234*(((x0 / sqrt(((x0 * 1.05) + log(x0)))) + 2.21))^2 + -1.07 + 1.28*x0 + -0.0354*x0^2,9,,55.539715051651
20290816,1,full,6,8,0.0,(((-2.26 * x0) + x0) * log((sqrt(x0) / x0))),extrap-CV,8.988700236444107e-30,1.4507195655633174e-31,True,0.63*(log(x0) * x0),2,-27.631021115928547,0.015672922134399414
20290816,1,full,6,8,0.0,(((-2.26 * x0) + x0) * log((sqrt(x0) / x0))),interior-CV,8.988700236444107e-30,1.4507195655633174e-31,True,0.63*(log(x0) * x0),2,-27.631021115928547,0.015672922134399414
20290816,1,full,6,8,0.0,(((-2.26 * x0) + x0) * log((sqrt(x0) / x0))),train-MSE,8.988700236444107e-30,1.4507195655633174e-31,True,0.63*(log(x0) * x0),2,,0.015672922134399414
20290817,1,full,6,6,0.0,((x0 - log(x0)) / ((0.4 / x0) / (x0 + x0))),extrap-CV,6.094297591630613e-25,2.619352287119868e-31,True,5*((x0 - log(x0)) * (x0)^2),4,-27.631021115928544,2.167440891265869
20290817,1,full,6,6,0.0,((x0 - log(x0)) / ((0.4 / x0) / (x0 + x0))),interior-CV,6.094297591630613e-25,2.619352287119868e-31,True,5*((x0 - log(x0)) * (x0)^2),4,-27.631021115928547,2.167440891265869
20290817,1,full,6,6,0.0,((x0 - log(x0)) / ((0.4 / x0) / (x0 + x0))),train-MSE,6.094297591630613e-25,2.619352287119868e-31,True,5*((x0 - log(x0)) * (x0)^2),4,,2.167440891265869
20290818,1,full,6,8,0.0,(x0 + (2.44 / exp(sin(log(sqrt(x0)))))),extrap-CV,0.01749605176863172,0.0004068899527446301,False,-3.36*cos((((log(x0) - sqrt(x0)) + -0.765) * 0.745)) + 3.3 + 1*x0 + -0.0169*x0^2,8,-5.984867731486384,63.54070210456848
20290818,1,full,6,8,0.0,(x0 + (2.44 / exp(sin(log(sqrt(x0)))))),interior-CV,0.01749605176863172,0.0004068899527446301,False,-3.36*cos((((log(x0) - sqrt(x0)) + -0.765) * 0.745)) + 3.3 + 1*x0 + -0.0169*x0^2,8,-8.089811899296125,63.54070210456848
20290818,1,full,6,8,0.0,(x0 + (2.44 / exp(sin(log(sqrt(x0)))))),train-MSE,0.0007817824481955396,1.818121183049868e-05,False,2.36*log(cos(((0.495 - cos(sqrt((0.0611 / x0)))) * -2.95))) + 6.65 + 1*x0 + 0.00136*x0^2,9,,63.54070210456848
20290819,1,full,6,2,0.0,((x0 / x0) / (((1.63 * x0) / 2.45) / (x0 - -1.34))),extrap-CV,4.920751007909388e-31,4.726974271196135e-30,True,2.01*(x0 / (x0)^2) + 1.5,2,-27.631021115928547,0.01651930809020996
20290819,1,full,6,2,0.0,((x0 / x0) / (((1.63 * x0) / 2.45) / (x0 - -1.34))),interior-CV,4.920751007909388e-31,4.726974271196135e-30,True,2.01*(x0 / (x0)^2) + 1.5,2,-27.631021115928547,0.01651930809020996
20290819,1,full,6,2,0.0,((x0 / x0) / (((1.63 * x0) / 2.45) / (x0 - -1.34))),train-MSE,4.920751007909388e-31,4.726974271196135e-30,True,2.01*(x0 / (x0)^2) + 1.5,2,,0.01651930809020996
20290820,1,full,6,6,0.0,log((cos(sin((2.7 + (x0 + -0.44)))))^2),extrap-CV,4.668777078024738e-31,2.403569755579069e-30,True,2*log(cos(((sin(x0) - cos((0.192 - x0))) * -0.786))),7,-27.631021115928547,64.91930890083313
20290820,1,full,6,6,0.0,log((cos(sin((2.7 + (x0 + -0.44)))))^2),interior-CV,4.668777078024738e-31,2.403569755579069e-30,True,2*log(cos(((sin(x0) - cos((0.192 - x0))) * -0.786))),7,-27.631021115928547,64.91930890083313
20290820,1,full,6,6,0.0,log((cos(sin((2.7 + (x0 + -0.44)))))^2),train-MSE,4.668777078024738e-31,2.403569755579069e-30,True,2*log(cos(((sin(x0) - cos((0.192 - x0))) * -0.786))),7,,64.91930890083313
20290821,1,full,6,4,0.0,(cos(((x0 / x0))^2) + (x0 + (x0 * x0))),extrap-CV,8.144495808341184e-28,5.109173604187205e-30,True,0.5*x0 + 0.54 + 0.5*x0 + 1*x0^2,2,-27.631021115928547,0.0023491382598876953
20290821,1,full,6,4,0.0,(cos(((x0 / x0))^2) + (x0 + (x0 * x0))),interior-CV,8.144495808341184e-28,5.109173604187205e-30,True,0.5*x0 + 0.54 + 0.5*x0 + 1*x0^2,2,-27.631021115928547,0.0023491382598876953
20290821,1,full,6,4,0.0,(cos(((x0 / x0))^2) + (x0 + (x0 * x0))),train-MSE,8.144495808341184e-28,5.109173604187205e-30,True,0.5*x0 + 0.54 + 0.5*x0 + 1*x0^2,2,,0.0023491382598876953
20290822,1,full,6,5,0.0,((cos(x0) - ((x0 + 0.86) * x0)) + (x0 + x0)),extrap-CV,8.707052241376918e-29,4.7094525833396104e-31,True,1*cos(x0) + 1.14*x0 + -1*x0^2,3,-27.631021115928547,0.005629062652587891
20290822,1,full,6,5,0.0,((cos(x0) - ((x0 + 0.86) * x0)) + (x0 + x0)),interior-CV,8.707052241376918e-29,4.7094525833396104e-31,True,1*cos(x0) + 1.14*x0 + -1*x0^2,3,-27.631021115928547,0.005629062652587891
20290822,1,full,6,5,0.0,((cos(x0) - ((x0 + 0.86) * x0)) + (x0 + x0)),train-MSE,8.707052241376918e-29,4.7094525833396104e-31,True,1*cos(x0) + 1.14*x0 + -1*x0^2,3,,0.005629062652587891
20290823,1,full,6,2,0.0,((((x0 * -2.37) * -2.59) / exp(cos(-2.63))) * x0),extrap-CV,1.2533422062151436e-26,4.508277421199934e-31,True,14.7*x0^2,1,-27.631021115928533,0.003660917282104492
20290823,1,full,6,2,0.0,((((x0 * -2.37) * -2.59) / exp(cos(-2.63))) * x0),interior-CV,1.2533422062151436e-26,4.508277421199934e-31,True,14.7*x0^2,1,-27.631021115928547,0.003660917282104492
20290823,1,full,6,2,0.0,((((x0 * -2.37) * -2.59) / exp(cos(-2.63))) * x0),train-MSE,1.2533422062151436e-26,4.508277421199934e-31,True,14.7*x0^2,1,,0.003660917282104492
