seed,d,op_set,n_ops,eff_ops,noise,truth,selection,mse_test,nmse_test,recovered,model,complexity,cv_score,time_s
20290751,1,full,4,5,0.0,sqrt((x0 / (0.76 / (0.76 * x0)))),train-MSE,1.1093356479670479e-31,1.56288994655703e-31,True,1*sqrt((x0)^2),2,,0.12247776985168457
20290752,1,full,4,3,0.0,(cos((x0 - (-0.97 * x0))) + x0),extrap-CV,3.6287601640166543e-29,8.262902485716805e-31,True,-2*((sqrt(x0) * -2.53e-16) + (sin((x0 * 0.985)))^2) + 1 + 1*x0,7,-27.631021115928547,195.90501403808594
20290752,1,full,4,3,0.0,(cos((x0 - (-0.97 * x0))) + x0),interior-CV,3.6287601640166543e-29,8.262902485716805e-31,True,-2*((sqrt(x0) * -2.53e-16) + (sin((x0 * 0.985)))^2) + 1 + 1*x0,7,-27.631021115928547,195.90501403808594
20290752,1,full,4,3,0.0,(cos((x0 - (-0.97 * x0))) + x0),train-MSE,3.6287601640166543e-29,8.262902485716805e-31,True,-2*((sqrt(x0) * -2.53e-16) + (sin((x0 * 0.985)))^2) + 1 + 1*x0,7,,195.90501403808594
20290753,1,full,4,3,0.0,(x0 + (-1.32 + ((2.41 + -2.47) / x0))),extrap-CV,1.2201921755659771e-29,2.8325121310644853e-31,True,-0.06*(x0 / (x0)^2) + -1.32 + 1*x0,3,-27.631021115928547,0.019197940826416016
20290753,1,full,4,3,0.0,(x0 + (-1.32 + ((2.41 + -2.47) / x0))),interior-CV,1.2201921755659771e-29,2.8325121310644853e-31,True,-0.06*(x0 / (x0)^2) + -1.32 + 1*x0,3,-27.631021115928547,0.019197940826416016
20290753,1,full,4,3,0.0,(x0 + (-1.32 + ((2.41 + -2.47) / x0))),train-MSE,1.2201921755659771e-29,2.8325121310644853e-31,True,-0.06*(x0 / (x0)^2) + -1.32 + 1*x0,3,,0.019197940826416016
20290754,1,full,4,4,0.0,(cos(cos(x0)) + (x0 + x0)),extrap-CV,1.0563340558975111e-29,6.217826346680877e-32,True,1*cos(cos(x0)) + 2*x0,3,-27.631021115928547,0.02439427375793457
20290754,1,full,4,4,0.0,(cos(cos(x0)) + (x0 + x0)),interior-CV,1.0563340558975111e-29,6.217826346680877e-32,True,1*cos(cos(x0)) + 2*x0,3,-27.631021115928547,0.02439427375793457
20290754,1,full,4,4,0.0,(cos(cos(x0)) + (x0 + x0)),train-MSE,1.0563340558975111e-29,6.217826346680877e-32,True,1*cos(cos(x0)) + 2*x0,3,,0.02439427375793457
20290755,1,full,4,5,0.0,(sin((log(x0) * x0)))^2,extrap-CV,1.7380367970555567e-32,1.602452637784691e-31,True,1*(sin((log(x0) * x0)))^2,4,-27.631021115928547,11.119261026382446
20290755,1,full,4,5,0.0,(sin((log(x0) * x0)))^2,interior-CV,1.7380367970555567e-32,1.602452637784691e-31,True,1*(sin((log(x0) * x0)))^2,4,-27.631021115928547,11.119261026382446
20290755,1,full,4,5,0.0,(sin((log(x0) * x0)))^2,train-MSE,1.7380367970555567e-32,1.602452637784691e-31,True,1*(sin((log(x0) * x0)))^2,4,,11.119261026382446
20290756,1,full,4,3,0.0,cos(cos(((-0.29 * 0.5) * x0))),extrap-CV,6.56698076986045e-19,2.3124783960430486e-16,True,1*cos(cos((log(sqrt((exp(x0) + -4.27e-13))) * 0.29))),7,-27.63102069839357,445.45321917533875
20290756,1,full,4,3,0.0,cos(cos(((-0.29 * 0.5) * x0))),interior-CV,6.56698076986045e-19,2.3124783960430486e-16,True,1*cos(cos((log(sqrt((exp(x0) + -4.27e-13))) * 0.29))),7,-27.631021042474547,445.45321917533875
20290756,1,full,4,3,0.0,cos(cos(((-0.29 * 0.5) * x0))),train-MSE,6.56698076986045e-19,2.3124783960430486e-16,True,1*cos(cos((log(sqrt((exp(x0) + -4.27e-13))) * 0.29))),7,,445.45321917533875
20290757,1,full,4,4,0.0,((-0.44 + (x0 - (x0 * x0))))^2,extrap-CV,1.2275218421541736e-23,7.889750592584002e-30,True,1*((x0 - (x0)^2))^2 + 0.194 + -0.88*x0 + 0.88*x0^2,5,-27.631021115928533,1.6211681365966797
20290757,1,full,4,4,0.0,((-0.44 + (x0 - (x0 * x0))))^2,interior-CV,1.2275218421541736e-23,7.889750592584002e-30,True,1*((x0 - (x0)^2))^2 + 0.194 + -0.88*x0 + 0.88*x0^2,5,-27.631021115928366,1.6211681365966797
20290757,1,full,4,4,0.0,((-0.44 + (x0 - (x0 * x0))))^2,train-MSE,1.2275218421541736e-23,7.889750592584002e-30,True,1*((x0 - (x0)^2))^2 + 0.194 + -0.88*x0 + 0.88*x0^2,5,,1.6211681365966797
20290758,1,full,4,8,0.0,(x0 - (sqrt((x0 + x0)) / 2.27)),extrap-CV,2.6261980721664348e-30,6.079694263749329e-32,True,-0.623*sqrt(x0) + 1*x0,2,-27.631021115928547,0.03744316101074219
20290758,1,full,4,8,0.0,(x0 - (sqrt((x0 + x0)) / 2.27)),interior-CV,2.6261980721664348e-30,6.079694263749329e-32,True,-0.623*sqrt(x0) + 1*x0,2,-27.631021115928547,0.03744316101074219
20290758,1,full,4,8,0.0,(x0 - (sqrt((x0 + x0)) / 2.27)),train-MSE,2.6261980721664348e-30,6.079694263749329e-32,True,-0.623*sqrt(x0) + 1*x0,2,,0.03744316101074219
20290759,1,full,4,2,0.0,((x0 - sin(cos(-0.94))))^2,extrap-CV,2.1207046322669613e-27,1.2000475267107405e-29,True,-0.556*x0 + 0.309 + -0.556*x0 + 1*x0^2,2,-27.631021115928547,0.012477874755859375
20290759,1,full,4,2,0.0,((x0 - sin(cos(-0.94))))^2,interior-CV,2.1207046322669613e-27,1.2000475267107405e-29,True,-0.556*x0 + 0.309 + -0.556*x0 + 1*x0^2,2,-27.631021115928547,0.012477874755859375
20290759,1,full,4,2,0.0,((x0 - sin(cos(-0.94))))^2,train-MSE,2.1207046322669613e-27,1.2000475267107405e-29,True,-0.556*x0 + 0.309 + -0.556*x0 + 1*x0^2,2,,0.012477874755859375
20290760,1,full,4,4,0.0,(((x0 * x0) - cos(x0)) - x0),extrap-CV,1.143355274504704e-28,7.116718733705819e-31,True,-1*cos(x0) + -1*x0 + 1*x0^2,3,-27.631021115928547,0.10920286178588867
20290760,1,full,4,4,0.0,(((x0 * x0) - cos(x0)) - x0),interior-CV,1.143355274504704e-28,7.116718733705819e-31,True,-1*cos(x0) + -1*x0 + 1*x0^2,3,-27.631021115928547,0.10920286178588867
20290760,1,full,4,4,0.0,(((x0 * x0) - cos(x0)) - x0),train-MSE,1.143355274504704e-28,7.116718733705819e-31,True,-1*cos(x0) + -1*x0 + 1*x0^2,3,,0.10920286178588867
20290761,1,full,4,5,0.0,sin((sin(x0) * log(x0))),extrap-CV,5.106293387231879e-31,7.975375377468106e-31,True,1*sin((log(x0) * sin(x0))),4,-27.631021115928547,19.409846782684326
20290761,1,full,4,5,0.0,sin((sin(x0) * log(x0))),interior-CV,5.106293387231879e-31,7.975375377468106e-31,True,1*sin((log(x0) * sin(x0))),4,-27.631021115928547,19.409846782684326
20290761,1,full,4,5,0.0,sin((sin(x0) * log(x0))),train-MSE,5.106293387231879e-31,7.975375377468106e-31,True,1*sin((log(x0) * sin(x0))),4,,19.409846782684326
20290762,1,full,4,3,0.0,(sin(x0) / (x0 / sin(x0))),extrap-CV,4.557617958286742e-35,6.1024888267094706e-33,True,1*((sin(x0))^2 / x0),3,-27.631021115928547,2.960724115371704
20290762,1,full,4,3,0.0,(sin(x0) / (x0 / sin(x0))),interior-CV,4.557617958286742e-35,6.1024888267094706e-33,True,1*((sin(x0))^2 / x0),3,-27.631021115928547,2.960724115371704
20290762,1,full,4,3,0.0,(sin(x0) / (x0 / sin(x0))),train-MSE,4.557617958286742e-35,6.1024888267094706e-33,True,1*((sin(x0))^2 / x0),3,,2.960724115371704
20290763,1,full,4,3,0.0,((x0 + sin((x0 / x0))))^2,extrap-CV,6.010134021652584e-28,2.3985170441347385e-30,True,0.841*x0 + 0.708 + 0.841*x0 + 1*x0^2,2,-27.631021115928547,0.008431196212768555
20290763,1,full,4,3,0.0,((x0 + sin((x0 / x0))))^2,interior-CV,6.010134021652584e-28,2.3985170441347385e-30,True,0.841*x0 + 0.708 + 0.841*x0 + 1*x0^2,2,-27.631021115928547,0.008431196212768555
20290763,1,full,4,3,0.0,((x0 + sin((x0 / x0))))^2,train-MSE,6.010134021652584e-28,2.3985170441347385e-30,True,0.841*x0 + 0.708 + 0.841*x0 + 1*x0^2,2,,0.008431196212768555
20290764,1,full,4,3,0.0,(sin((x0 / (-1.48)^2)))^2,extrap-CV,2.584756714324998e-26,9.393331129294337e-25,True,-0.5*(((sin(x0) / x0) * 4.1e-13) + cos((x0 * 0.913))) + 0.5,6,-27.631021115928547,257.24939584732056
20290764,1,full,4,3,0.0,(sin((x0 / (-1.48)^2)))^2,interior-CV,2.584756714324998e-26,9.393331129294337e-25,True,-0.5*(((sin(x0) / x0) * 4.1e-13) + cos((x0 * 0.913))) + 0.5,6,-27.631021115928547,257.24939584732056
20290764,1,full,4,3,0.0,(sin((x0 / (-1.48)^2)))^2,train-MSE,2.584756714324998e-26,9.393331129294337e-25,True,-0.5*(((sin(x0) / x0) * 4.1e-13) + cos((x0 * 0.913))) + 0.5,6,,257.24939584732056
20290765,1,full,4,4,0.0,((x0 * (x0 - (x0 * x0))) + 2.26),extrap-CV,9.503407325197529e-27,9.693616968025228e-32,True,-1*((x0)^2 * x0) + 2.26 + 1*x0^2,3,-27.631021115928547,0.19014477729797363
20290765,1,full,4,4,0.0,((x0 * (x0 - (x0 * x0))) + 2.26),interior-CV,9.503407325197529e-27,9.693616968025228e-32,True,-1*((x0)^2 * x0) + 2.26 + 1*x0^2,3,-27.631021115928547,0.19014477729797363
20290765,1,full,4,4,0.0,((x0 * (x0 - (x0 * x0))) + 2.26),train-MSE,9.503407325197529e-27,9.693616968025228e-32,True,-1*((x0)^2 * x0) + 2.26 + 1*x0^2,3,,0.19014477729797363
20290766,1,full,4,6,0.0,((x0 * log(log(x0))) + x0),extrap-CV,1.1247430875221457e-30,9.46024496059253e-33,True,1*(log(log(x0)) * x0) + 1*x0,4,-27.631021115928547,1.0753662586212158
20290766,1,full,4,6,0.0,((x0 * log(log(x0))) + x0),interior-CV,1.1247430875221457e-30,9.46024496059253e-33,True,1*(log(log(x0)) * x0) + 1*x0,4,-27.631021115928547,1.0753662586212158
20290766,1,full,4,6,0.0,((x0 * log(log(x0))) + x0),train-MSE,1.1247430875221457e-30,9.46024496059253e-33,True,1*(log(log(x0)) * x0) + 1*x0,4,,1.0753662586212158
20290767,1,full,4,4,0.0,cos(sin((-0.92 + (x0)^2))),extrap-CV,0.04308065964603042,1.7148841170368585,False,0.222*sin(((1.87 - (log((1.99e-08 / x0)) * (x0)^2)) * 0.103)) + 0.738 + 0.00138*x0 + 0.00202*x0^2,9,-4.823943799708706,471.69684505462646
20290767,1,full,4,4,0.0,cos(sin((-0.92 + (x0)^2))),interior-CV,0.04308065964603042,1.7148841170368585,False,0.222*sin(((1.87 - (log((1.99e-08 / x0)) * (x0)^2)) * 0.103)) + 0.738 + 0.00138*x0 + 0.00202*x0^2,9,-7.4976777448291765,471.69684505462646
20290767,1,full,4,4,0.0,cos(sin((-0.92 + (x0)^2))),train-MSE,0.04308065964603042,1.7148841170368585,False,0.222*sin(((1.87 - (log((1.99e-08 / x0)) * (x0)^2)) * 0.103)) + 0.738 + 0.00138*x0 + 0.00202*x0^2,9,,471.69684505462646
20290768,1,full,4,2,0.0,(x0 - cos(((x0 - x0) - x0))),extrap-CV,9.931635537216098e-30,2.2745568178717037e-31,True,-1*cos(x0) + 1*x0,2,-27.631021115928547,0.00842905044555664
20290768,1,full,4,2,0.0,(x0 - cos(((x0 - x0) - x0))),interior-CV,9.931635537216098e-30,2.2745568178717037e-31,True,-1*cos(x0) + 1*x0,2,-27.631021115928547,0.00842905044555664
20290768,1,full,4,2,0.0,(x0 - cos(((x0 - x0) - x0))),train-MSE,9.931635537216098e-30,2.2745568178717037e-31,True,-1*cos(x0) + 1*x0,2,,0.00842905044555664
20290769,1,full,4,4,0.0,log((-2.54 / (x0 * (x0 + x0)))),extrap-CV,3.1246287417738514e-30,4.767717956892529e-29,True,-2*log(x0) + 0.239,1,-27.631021115928547,0.018737077713012695
20290769,1,full,4,4,0.0,log((-2.54 / (x0 * (x0 + x0)))),interior-CV,3.1246287417738514e-30,4.767717956892529e-29,True,-2*log(x0) + 0.239,1,-27.631021115928547,0.018737077713012695
20290769,1,full,4,4,0.0,log((-2.54 / (x0 * (x0 + x0)))),train-MSE,3.1246287417738514e-30,4.767717956892529e-29,True,-2*log(x0) + 0.239,1,,0.018737077713012695
20290770,1,full,4,5,0.0,sqrt(cos((x0 + log(-2.05)))),extrap-CV,1.7192277263544625e-31,3.240367127896551e-30,True,0.811*sqrt((sin(x0) - (cos(x0) * 1.15))),5,-27.631021115928547,58.212198972702026
20290770,1,full,4,5,0.0,sqrt(cos((x0 + log(-2.05)))),interior-CV,1.7192277263544625e-31,3.240367127896551e-30,True,0.811*sqrt((sin(x0) - (cos(x0) * 1.15))),5,-27.631021115928547,58.212198972702026
20290770,1,full,4,5,0.0,sqrt(cos((x0 + log(-2.05)))),train-MSE,1.7192277263544625e-31,3.240367127896551e-30,True,0.811*sqrt((sin(x0) - (cos(x0) * 1.15))),5,,58.212198972702026
20290771,1,full,4,1,0.0,((1.57 * x0) / ((x0 + x0))^2),extrap-CV,7.605918647560529e-34,1.9718198332035008e-31,True,0.392*(x0 / (x0)^2),2,-27.631021115928547,0.12276291847229004
20290771,1,full,4,1,0.0,((1.57 * x0) / ((x0 + x0))^2),interior-CV,7.605918647560529e-34,1.9718198332035008e-31,True,0.392*(x0 / (x0)^2),2,-27.631021115928547,0.12276291847229004
20290771,1,full,4,1,0.0,((1.57 * x0) / ((x0 + x0))^2),train-MSE,7.605918647560529e-34,1.9718198332035008e-31,True,0.392*(x0 / (x0)^2),2,,0.12276291847229004
20290772,1,full,6,4,0.0,(((((x0)^2 * x0) * -0.27) - x0) * cos(-2.05)),extrap-CV,1.3308576509144232e-27,7.445037608649282e-31,True,0.124*((x0)^2 * x0) + 0.461*x0,3,-27.631021115928547,0.1876049041748047
20290772,1,full,6,4,0.0,(((((x0)^2 * x0) * -0.27) - x0) * cos(-2.05)),interior-CV,1.3308576509144232e-27,7.445037608649282e-31,True,0.124*((x0)^2 * x0) + 0.461*x0,3,-27.631021115928547,0.1876049041748047
20290772,1,full,6,4,0.0,(((((x0)^2 * x0) * -0.27) - x0) * cos(-2.05)),train-MSE,1.3308576509144232e-27,7.445037608649282e-31,True,0.124*((x0)^2 * x0) + 0.461*x0,3,,0.1876049041748047
20290773,1,full,6,6,0.0,(((cos(x0))^2 - (x0 + (x0)^2)) * x0),extrap-CV,0.001140614947752964,1.1784009558675125e-08,False,9.47e+06*((((cos(x0))^2 * x0) * 1.06e-07) + sin((x0 * 0.00859))) + -8.14e+04*x0 + -1*x0^2,9,-11.73370560617989,450.38371205329895
20290773,1,full,6,6,0.0,(((cos(x0))^2 - (x0 + (x0)^2)) * x0),interior-CV,0.001140614947752964,1.1784009558675125e-08,False,9.47e+06*((((cos(x0))^2 * x0) * 1.06e-07) + sin((x0 * 0.00859))) + -8.14e+04*x0 + -1*x0^2,9,-16.10406464983105,450.38371205329895
20290773,1,full,6,6,0.0,(((cos(x0))^2 - (x0 + (x0)^2)) * x0),train-MSE,0.001140614947752964,1.1784009558675125e-08,False,9.47e+06*((((cos(x0))^2 * x0) * 1.06e-07) + sin((x0 * 0.00859))) + -8.14e+04*x0 + -1*x0^2,9,,450.38371205329895
20290774,1,full,6,4,0.0,sqrt(((-2.7 + x0) + (log(-1.77) + (x0 / x0)))),extrap-CV,2.621190654311028e-31,3.217562558629361e-30,True,1*sqrt((((x0 * 1.13) - (x0)^2) / x0)),5,-27.631021115928547,89.39486598968506
20290774,1,full,6,4,0.0,sqrt(((-2.7 + x0) + (log(-1.77) + (x0 / x0)))),interior-CV,2.621190654311028e-31,3.217562558629361e-30,True,1*sqrt((((x0 * 1.13) - (x0)^2) / x0)),5,-27.631021115928547,89.39486598968506
20290774,1,full,6,4,0.0,sqrt(((-2.7 + x0) + (log(-1.77) + (x0 / x0)))),train-MSE,2.621190654311028e-31,3.217562558629361e-30,True,1*sqrt((((x0 * 1.13) - (x0)^2) / x0)),5,,89.39486598968506
20290775,1,full,6,4,0.0,((x0 / x0) * sqrt((x0 / sin(log(2.5))))),extrap-CV,3.3349402917009376e-30,9.448102605957325e-29,True,1.12*sqrt(x0),1,-27.631021115928547,0.07691693305969238
20290775,1,full,6,4,0.0,((x0 / x0) * sqrt((x0 / sin(log(2.5))))),interior-CV,3.3349402917009376e-30,9.448102605957325e-29,True,1.12*sqrt(x0),1,-27.631021115928547,0.07691693305969238
20290775,1,full,6,4,0.0,((x0 / x0) * sqrt((x0 / sin(log(2.5))))),train-MSE,3.3349402917009376e-30,9.448102605957325e-29,True,1.12*sqrt(x0),1,,0.07691693305969238
20290776,1,full,6,4,0.0,((2.04 + (x0 * (x0 + x0))) + ((x0 - x0) - x0)),extrap-CV,3.875476412124526e-27,6.558231659256175e-30,True,-0.5*x0 + 2.04 + -0.5*x0 + 2*x0^2,2,-27.631021115928547,0.08236813545227051
20290776,1,full,6,4,0.0,((2.04 + (x0 * (x0 + x0))) + ((x0 - x0) - x0)),interior-CV,3.875476412124526e-27,6.558231659256175e-30,True,-0.5*x0 + 2.04 + -0.5*x0 + 2*x0^2,2,-27.631021115928547,0.08236813545227051
20290776,1,full,6,4,0.0,((2.04 + (x0 * (x0 + x0))) + ((x0 - x0) - x0)),train-MSE,3.875476412124526e-27,6.558231659256175e-30,True,-0.5*x0 + 2.04 + -0.5*x0 + 2*x0^2,2,,0.08236813545227051
20290777,1,full,6,4,0.0,(exp((-2 + 1.36)) - ((sqrt(x0) * x0) / x0)),extrap-CV,2.056893180605568e-31,6.754002401242893e-30,True,-1*sqrt(x0) + 0.527,1,-27.631021115928547,0.15082406997680664
20290777,1,full,6,4,0.0,(exp((-2 + 1.36)) - ((sqrt(x0) * x0) / x0)),interior-CV,2.056893180605568e-31,6.754002401242893e-30,True,-1*sqrt(x0) + 0.527,1,-27.631021115928547,0.15082406997680664
20290777,1,full,6,4,0.0,(exp((-2 + 1.36)) - ((sqrt(x0) * x0) / x0)),train-MSE,2.056893180605568e-31,6.754002401242893e-30,True,-1*sqrt(x0) + 0.527,1,,0.15082406997680664
20290778,1,full,6,7,0.0,((log(x0) / exp(x0)) - ((x0 * x0) + x0)),extrap-CV,3.0574160177119845e-24,1.1582582329521575e-30,True,1*(log(x0) / exp(x0)) + -1*x0 + -1*x0^2,5,-27.631021115928547,1.7765817642211914
20290778,1,full,6,7,0.0,((log(x0) / exp(x0)) - ((x0 * x0) + x0)),interior-CV,3.0574160177119845e-24,1.1582582329521575e-30,True,1*(log(x0) / exp(x0)) + -1*x0 + -1*x0^2,5,-27.631021115928547,1.7765817642211914
20290778,1,full,6,7,0.0,((log(x0) / exp(x0)) - ((x0 * x0) + x0)),train-MSE,3.0574160177119845e-24,1.1582582329521575e-30,True,1*(log(x0) / exp(x0)) + -1*x0 + -1*x0^2,5,,1.7765817642211914
20290779,1,full,6,7,0.0,((cos(x0) / (2.25 + sin((x0 * x0)))))^2,extrap-CV,0.02600846723419504,1.20191746446139,False,0.0499*log((x0 / log(cos((x0 * 0.955))))) + 0.0314 + 0.00119*x0 + -0.00396*x0^2,7,-4.180863108895979,376.9466528892517
20290779,1,full,6,7,0.0,((cos(x0) / (2.25 + sin((x0 * x0)))))^2,interior-CV,0.02600846723419504,1.20191746446139,False,0.0499*log((x0 / log(cos((x0 * 0.955))))) + 0.0314 + 0.00119*x0 + -0.00396*x0^2,7,-5.829386339218506,376.9466528892517
20290779,1,full,6,7,0.0,((cos(x0) / (2.25 + sin((x0 * x0)))))^2,train-MSE,0.0229048375040014,1.058490835650414,False,-0.313*cos(sqrt((cos(x0) / ((sin(x0) * x0) + 0.615)))) + 0.314 + 0.00325*x0 + 0.00219*x0^2,9,,376.9466528892517
20290780,1,full,6,4,0.0,((x0 * (x0 - -0.4)) - (x0 + (cos(x0) * x0))),extrap-CV,1.548188830302812e-27,7.196098843697123e-30,True,-1*(cos(x0) * x0) + -0.6*x0 + 1*x0^2,4,-27.631021115928547,0.08182907104492188
20290780,1,full,6,4,0.0,((x0 * (x0 - -0.4)) - (x0 + (cos(x0) * x0))),interior-CV,1.548188830302812e-27,7.196098843697123e-30,True,-1*(cos(x0) * x0) + -0.6*x0 + 1*x0^2,4,-27.631021115928547,0.08182907104492188
20290780,1,full,6,4,0.0,((x0 * (x0 - -0.4)) - (x0 + (cos(x0) * x0))),train-MSE,1.548188830302812e-27,7.196098843697123e-30,True,-1*(cos(x0) * x0) + -0.6*x0 + 1*x0^2,4,,0.08182907104492188
20290781,1,full,6,6,0.0,(x0 * ((x0 - cos(sin((x0 + x0)))) + x0)),extrap-CV,8.480254731125877e-29,1.6780241253110342e-31,True,-1*(cos(((cos(x0) * sin(x0)) * 2)) * x0) + 2*x0^2,7,-27.631021115928547,145.9505009651184
20290781,1,full,6,6,0.0,(x0 * ((x0 - cos(sin((x0 + x0)))) + x0)),interior-CV,8.480254731125877e-29,1.6780241253110342e-31,True,-1*(cos(((cos(x0) * sin(x0)) * 2)) * x0) + 2*x0^2,7,-27.631021115928547,145.9505009651184
20290781,1,full,6,6,0.0,(x0 * ((x0 - cos(sin((x0 + x0)))) + x0)),train-MSE,8.480254731125877e-29,1.6780241253110342e-31,True,-1*(cos(((cos(x0) * sin(x0)) * 2)) * x0) + 2*x0^2,7,,145.9505009651184
20290782,1,full,6,5,0.0,(x0 + (sin(((-1.06 / x0) * 1.97)) + sin(x0))),extrap-CV,1.4643427452409907,0.034842268733172144,False,0.52*sin(x0) + -0.0287 + 0.796*x0 + 0.000811*x0^2,3,-2.5490311630734146,328.63326501846313
20290782,1,full,6,5,0.0,(x0 + (sin(((-1.06 / x0) * 1.97)) + sin(x0))),interior-CV,4.313518049242379,0.10263495724995542,False,1.14*sin((sqrt(log(x0)) / x0)) + -0.000617 + 0.66*x0 + -0.00148*x0^2,6,-2.410662889916242,328.63326501846313
20290782,1,full,6,5,0.0,(x0 + (sin(((-1.06 / x0) * 1.97)) + sin(x0))),train-MSE,11.50415039046087,0.2737273775241049,False,0.000602*(((x0 - sin((log(x0) / (x0 * 1.16)))) + 998))^2 + -600 + -0.0823*x0 + 0.0779*x0^2,9,,328.63326501846313
20290783,1,full,6,3,0.0,sin((((x0 * cos(-1.59)) + x0) + (x0 / x0))),extrap-CV,2.0260452997265717e-28,1.0068268595605223e-27,True,1*sin(((((x0)^2 * 0.981) + x0) / x0)),5,-27.631021115928547,44.338754177093506
20290783,1,full,6,3,0.0,sin((((x0 * cos(-1.59)) + x0) + (x0 / x0))),interior-CV,2.0260452997265717e-28,1.0068268595605223e-27,True,1*sin(((((x0)^2 * 0.981) + x0) / x0)),5,-27.631021115928547,44.338754177093506
20290783,1,full,6,3,0.0,sin((((x0 * cos(-1.59)) + x0) + (x0 / x0))),train-MSE,2.0260452997265717e-28,1.0068268595605223e-27,True,1*sin(((((x0)^2 * 0.981) + x0) / x0)),5,,44.338754177093506
20290784,1,full,6,5,0.0,(x0 * cos((cos(((1.19 * x0) - x0)) + 2.77))),extrap-CV,0.0027683536245718355,6.793417079070469e-05,False,2.72*(sin((x0 * 0.375)) - (((x0)^2 * x0) * -0.00489)) + -1.83*x0,7,-13.9687241411019,151.4879491329193
20290784,1,full,6,5,0.0,(x0 * cos((cos(((1.19 * x0) - x0)) + 2.77))),interior-CV,0.0027683536245718355,6.793417079070469e-05,False,2.72*(sin((x0 * 0.375)) - (((x0)^2 * x0) * -0.00489)) + -1.83*x0,7,-21.47174349816763,151.4879491329193
20290784,1,full,6,5,0.0,(x0 * cos((cos(((1.19 * x0) - x0)) + 2.77))),train-MSE,0.0027683536245718355,6.793417079070469e-05,False,2.72*(sin((x0 * 0.375)) - (((x0)^2 * x0) * -0.00489)) + -1.83*x0,7,,151.4879491329193
20290785,1,full,6,6,0.0,((x0 + (1.1 / x0)) * (sqrt(-2.91) * sin(x0))),extrap-CV,130.13002243692478,2.132201838800469,False,183*log(cos(cos((2.26 - (sin((x0 * 0.685)) / x0))))) + 1.88 + 1.41*x0^2,8,-4.442214634021536,270.0250322818756
20290785,1,full,6,6,0.0,((x0 + (1.1 / x0)) * (sqrt(-2.91) * sin(x0))),interior-CV,130.13002243692478,2.132201838800469,False,183*log(cos(cos((2.26 - (sin((x0 * 0.685)) / x0))))) + 1.88 + 1.41*x0^2,8,-12.258180382646893,270.0250322818756
20290785,1,full,6,6,0.0,((x0 + (1.1 / x0)) * (sqrt(-2.91) * sin(x0))),train-MSE,130.13002243692478,2.132201838800469,False,183*log(cos(cos((2.26 - (sin((x0 * 0.685)) / x0))))) + 1.88 + 1.41*x0^2,8,,270.0250322818756
20290786,1,full,6,2,0.0,((x0 * (x0 + x0)) * cos(log(cos(0.6)))),extrap-CV,8.937794056154064e-28,2.0513511633038997e-30,True,1.96*x0^2,1,-27.631021115928547,0.04556417465209961
20290786,1,full,6,2,0.0,((x0 * (x0 + x0)) * cos(log(cos(0.6)))),interior-CV,8.937794056154064e-28,2.0513511633038997e-30,True,1.96*x0^2,1,-27.631021115928547,0.04556417465209961
20290786,1,full,6,2,0.0,((x0 * (x0 + x0)) * cos(log(cos(0.6)))),train-MSE,8.937794056154064e-28,2.0513511633038997e-30,True,1.96*x0^2,1,,0.04556417465209961
20290787,1,full,6,7,0.0,((x0 / -0.41) * cos(((x0 + (x0 * x0)) * x0))),extrap-CV,170.91235129342226,1.2852724830426725,False,-0.0947*x0 + -0.462 + -0.0947*x0 + 0.125*x0^2,2,4.464243739349515,230.77445316314697
20290787,1,full,6,7,0.0,((x0 / -0.41) * cos(((x0 + (x0 * x0)) * x0))),interior-CV,170.91235129342226,1.2852724830426725,False,-0.0947*x0 + -0.462 + -0.0947*x0 + 0.125*x0^2,2,3.208530070247741,230.77445316314697
20290787,1,full,6,7,0.0,((x0 / -0.41) * cos(((x0 + (x0 * x0)) * x0))),train-MSE,16123919388838.691,121252968275.5009,False,-7.83e-06*exp(((((cos((x0 + 3.27)) + -0.825) * x0) + x0))^2) + -0.151 + -0.282*x0 + 0.2*x0^2,9,,230.77445316314697
20290788,1,full,6,7,0.0,(((-1.91 - x0) * -1.48) + log((-2.97 / (x0)^2))),extrap-CV,3.392410041241453e-29,3.601482267393399e-31,True,-2*log(x0) + 3.92 + 1.48*x0,2,-27.631021115928547,0.013792991638183594
20290788,1,full,6,7,0.0,(((-1.91 - x0) * -1.48) + log((-2.97 / (x0)^2))),interior-CV,3.392410041241453e-29,3.601482267393399e-31,True,-2*log(x0) + 3.92 + 1.48*x0,2,-27.631021115928547,0.013792991638183594
20290788,1,full,6,7,0.0,(((-1.91 - x0) * -1.48) + log((-2.97 / (x0)^2))),train-MSE,3.392410041241453e-29,3.601482267393399e-31,True,-2*log(x0) + 3.92 + 1.48*x0,2,,0.013792991638183594
20290789,1,full,6,10,0.0,sqrt((exp((-2.25 + x0)) / cos((x0 * x0)))),extrap-CV,570.3441434298977,1.1332248609958226,False,0.148*exp((cos(sqrt(cos((x0)^2))) * x0)) + 0.322 + 0.0891*x0 + 0.00471*x0^2,8,0.4720936704681147,200.53597211837769
20290789,1,full,6,10,0.0,sqrt((exp((-2.25 + x0)) / cos((x0 * x0)))),interior-CV,513.108466250364,1.0195024829141917,False,0.0022*((-4.85 - exp(x0)) / (0.523 - cos(sin((x0)^2)))) + 0.339 + 0.282*x0 + 0.0478*x0^2,9,-2.6464345477642173,200.53597211837769
